Timestamp,First name,Last name,Email,Are you 21 or older?,Have you joined our Discord server?,How much music experience do you have?,What is your primary instrument? (Check all that apply),What other instruments can you play? (Check all that apply),What musical skills do you have? (Check all that apply),What genres are you most comfortable playing (Check all that apply),Are you open to playing genres outside of your normal playing style?,What portable instruments (and supporting equipment) do you have access to? (Check all that apply),"What equipment, if any, are you willing to share with your bandmates for the duration of the event?",Do you have skills in mixing music AND do you want to mix music for this event?,"Would you like to be both a performer and producer, or focus primarily on production?","If this event is short on producers, would you be open to producing for additional teams?","Finally, do you understand that many bands may not have access to recording equipment?",Are you willing to be a humble listener and/or a patient mentor regardless if you are a veteran musician or have ZERO musical background?,How open are you to showcasing your work to an audience?,Do you have reliable transportation to meet your band and attend the required in-person portions of the event?,What hours are you free during the 48-hour event? (Check all that apply),Are you committed to being a reliable bandmate for the full 48 hours of this event?,Have you purchased your event ticket?,Anything else we should know about your hopes and expectations?,Source row,Expected import status,Expected issue category,Expected matching profile
03/01/2027 10:00:00,Arden,Caldwell,participant061@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Guitar, Vocals","Drums, Vocals","Songwriting, Recording","Rock, Hip-hop",No,DI box,DI box,Yes,performer and producer,Yes,Yes,Yes,Very open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 061.,62,eligible,none,performer-producer
03/01/2027 10:01:00,Briar,Caldwell,participant062@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Bass,"Keyboard, Saxophone","Improvisation, Harmony","Indie, Pop",Yes,Microphone,,No,performer,No,Yes,Yes,Open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 062.,63,eligible,none,newer
03/01/2027 10:02:00,Calla,Caldwell,participant063@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Drums,"Vocals, Violin","Live performance, Beat making","R&B, Jazz",Yes,Small keyboard,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 063.,64,eligible,none,newer
03/01/2027 10:03:00,Dorian,Caldwell,participant064@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Keyboard,"Saxophone, Trumpet","Arranging, Sight reading","Hip-hop, Funk",No,Guitar amp,,No,performer,No,Yes,Yes,Very open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 064.,65,eligible,none,producer-only
03/01/2027 10:04:00,Elara,Caldwell,participant065@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Keyboard, Vocals","Violin, DJ controller","Songwriting, Recording","Pop, Soul",Yes,Portable recorder,Portable recorder,No,performer,No,Yes,Yes,Open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 065.,66,eligible,none,multi-instrumentalist
03/01/2027 10:05:00,Finley,Caldwell,participant066@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Saxophone,"Trumpet, Cello","Improvisation, Harmony","Jazz, Electronic",Yes,DI box,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 066.,67,eligible,none,mentor
03/01/2027 10:06:00,Greer,Caldwell,participant067@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Violin,"DJ controller, Guitar","Live performance, Beat making","Funk, Folk",No,Microphone,,No,performer,No,Yes,Yes,Very open,Yes,"Saturday evening, Sunday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 067.,68,eligible,none,newer
03/01/2027 10:07:00,Hollis,Caldwell,participant068@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Trumpet,"Cello, Bass","Arranging, Sight reading","Soul, Country",Yes,Small keyboard,,No,performer,No,Yes,Yes,Open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 068.,69,eligible,none,newer
03/01/2027 10:08:00,Indigo,Caldwell,participant069@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Bass, Guitar","Guitar, Drums","Songwriting, Recording","Electronic, Alternative",Yes,Guitar amp,Guitar amp,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 069.,70,eligible,none,multi-instrumentalist
03/01/2027 10:09:00,Jules,Caldwell,participant070@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Cello,"Bass, Keyboard","Improvisation, Harmony","Folk, Gospel",No,Portable recorder,,No,performer,No,Yes,Yes,Very open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 070.,71,eligible,none,newer
03/01/2027 10:10:00,Keaton,Caldwell,participant071@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Guitar,"Drums, Vocals","Live performance, Beat making","Country, Classical",Yes,DI box,,Yes,performer and producer,Yes,Yes,Yes,Open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 071.,72,eligible,none,performer-producer
03/01/2027 10:11:00,Linden,Caldwell,participant072@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Bass,"Keyboard, Saxophone","Arranging, Sight reading","Alternative, Experimental",Yes,Microphone,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 072.,73,eligible,none,newer
03/01/2027 10:12:00,Maren,Caldwell,participant073@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Drums, DJ controller","Vocals, Violin","Songwriting, Recording","Gospel, Rock",No,Small keyboard,Small keyboard,No,performer,No,Yes,Yes,Very open,Yes,"Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 073.,74,eligible,none,multi-instrumentalist
03/01/2027 10:13:00,Nico,Caldwell,participant074@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Keyboard,"Saxophone, Trumpet","Improvisation, Harmony","Classical, Indie",Yes,Guitar amp,,No,performer,No,Yes,Yes,Open,Yes,"Saturday evening, Sunday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 074.,75,eligible,none,newer
03/01/2027 10:14:00,Opal,Caldwell,participant075@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Vocals,"Violin, DJ controller","Live performance, Beat making","Experimental, R&B",Yes,Portable recorder,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 075.,76,eligible,none,newer
03/01/2027 10:15:00,Parker,Caldwell,participant076@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Saxophone,"Trumpet, Cello","Arranging, Sight reading","Rock, Hip-hop",No,DI box,,No,performer,No,Yes,Yes,Very open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 076.,77,eligible,none,mentor
03/01/2027 10:16:00,Quincy,Caldwell,participant077@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Violin, Vocals","DJ controller, Guitar","Songwriting, Recording","Indie, Pop",Yes,Microphone,Microphone,No,performer,No,Yes,Yes,Open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 077.,78,eligible,none,multi-instrumentalist
03/01/2027 10:17:00,Remy,Caldwell,participant078@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Trumpet,"Cello, Bass","Improvisation, Harmony","R&B, Jazz",Yes,Small keyboard,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 078.,79,eligible,none,producer-only
03/01/2027 10:18:00,Sage,Caldwell,participant079@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,DJ controller,"Guitar, Drums","Live performance, Beat making","Hip-hop, Funk",No,Guitar amp,,No,performer,No,Yes,Yes,Very open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 079.,80,eligible,none,newer
03/01/2027 10:19:00,Tobin,Caldwell,participant080@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Cello,"Bass, Keyboard","Arranging, Sight reading","Pop, Soul",Yes,Portable recorder,,No,performer,No,Yes,Yes,Open,Yes,"Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 080.,81,eligible,none,newer
03/01/2027 10:20:00,Uma,Caldwell,participant081@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Guitar, Vocals","Drums, Vocals","Songwriting, Recording","Jazz, Electronic",Yes,DI box,DI box,Yes,performer and producer,Yes,Yes,Yes,Somewhat open,Yes,"Saturday evening, Sunday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 081.,82,eligible,none,performer-producer
03/01/2027 10:21:00,Vale,Caldwell,participant082@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Bass,"Keyboard, Saxophone","Improvisation, Harmony","Funk, Folk",No,Microphone,,No,performer,No,Yes,Yes,Very open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 082.,83,eligible,none,newer
03/01/2027 10:22:00,Wren,Caldwell,participant083@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Drums,"Vocals, Violin","Live performance, Beat making","Soul, Country",Yes,Small keyboard,,No,performer,No,Yes,Yes,Open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 083.,84,eligible,none,newer
03/01/2027 10:23:00,Xena,Caldwell,participant084@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Keyboard,"Saxophone, Trumpet","Arranging, Sight reading","Electronic, Alternative",Yes,Guitar amp,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 084.,85,eligible,none,newer
03/01/2027 10:24:00,Yara,Caldwell,participant085@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Keyboard, Vocals","Violin, DJ controller","Songwriting, Recording","Folk, Gospel",No,Portable recorder,Portable recorder,No,performer,No,Yes,Yes,Very open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 085.,86,eligible,none,producer-only
03/01/2027 10:25:00,Zane,Caldwell,participant086@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Saxophone,"Trumpet, Cello","Improvisation, Harmony","Country, Classical",Yes,DI box,,No,performer,No,Yes,Yes,Open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 086.,87,eligible,none,mentor
03/01/2027 10:26:00,Ainsley,Caldwell,participant087@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Violin,"DJ controller, Guitar","Live performance, Beat making","Alternative, Experimental",Yes,Microphone,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 087.,88,eligible,none,newer
03/01/2027 10:27:00,Bellamy,Caldwell,participant088@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Trumpet,"Cello, Bass","Arranging, Sight reading","Gospel, Rock",No,Small keyboard,,No,performer,No,Yes,Yes,Very open,Yes,"Saturday evening, Sunday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 088.,89,eligible,none,newer
03/01/2027 10:28:00,Cedar,Caldwell,participant089@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Bass, Guitar","Guitar, Drums","Songwriting, Recording","Classical, Indie",Yes,Guitar amp,Guitar amp,No,performer,No,Yes,Yes,Open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 089.,90,eligible,none,multi-instrumentalist
03/01/2027 10:29:00,Delaney,Caldwell,participant090@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Cello,"Bass, Keyboard","Improvisation, Harmony","Experimental, R&B",Yes,Portable recorder,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 090.,91,eligible,none,newer
03/01/2027 10:30:00,Arden,Dunham,participant091@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Guitar,"Drums, Vocals","Live performance, Beat making","Rock, Hip-hop",No,DI box,,Yes,performer and producer,Yes,Yes,Yes,Very open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 091.,92,eligible,none,performer-producer
03/01/2027 10:31:00,Briar,Dunham,participant092@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Bass,"Keyboard, Saxophone","Arranging, Sight reading","Indie, Pop",Yes,Microphone,,No,performer,No,Yes,Yes,Open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 092.,93,eligible,none,producer-only
03/01/2027 10:32:00,Calla,Dunham,participant093@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Drums, DJ controller","Vocals, Violin","Songwriting, Recording","R&B, Jazz",Yes,Small keyboard,Small keyboard,No,performer,No,Yes,Yes,Somewhat open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 093.,94,eligible,none,multi-instrumentalist
03/01/2027 10:33:00,Dorian,Dunham,participant094@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Keyboard,"Saxophone, Trumpet","Improvisation, Harmony","Hip-hop, Funk",No,Guitar amp,,No,performer,No,Yes,Yes,Very open,Yes,"Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 094.,95,eligible,none,newer
03/01/2027 10:34:00,Elara,Dunham,participant095@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,Vocals,"Violin, DJ controller","Live performance, Beat making","Pop, Soul",Yes,Portable recorder,,No,performer,No,Yes,Yes,Open,Yes,"Saturday evening, Sunday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 095.,96,eligible,none,newer
03/01/2027 10:35:00,Finley,Dunham,participant096@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Saxophone,"Trumpet, Cello","Arranging, Sight reading","Jazz, Electronic",Yes,DI box,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Sunday morning, Sunday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 096.,97,eligible,none,mentor
03/01/2027 10:36:00,Greer,Dunham,participant097@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,None - I can clap my hands and hum a catchy tune.,"Violin, Vocals","DJ controller, Guitar","Songwriting, Recording","Funk, Folk",No,Microphone,Microphone,No,performer,No,Yes,Yes,Very open,Yes,"Sunday afternoon, Friday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 097.,98,eligible,none,multi-instrumentalist
03/01/2027 10:37:00,Hollis,Dunham,participant098@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Beginner - I know the fundamentals of my instrument.,Trumpet,"Cello, Bass","Improvisation, Harmony","Soul, Country",Yes,Small keyboard,,No,performer,No,Yes,Yes,Open,Yes,"Sunday evening, Saturday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 098.,99,eligible,none,newer
03/01/2027 10:38:00,Indigo,Dunham,participant099@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Intermediate - I can write some decent songs.,DJ controller,"Guitar, Drums","Live performance, Beat making","Electronic, Alternative",Yes,Guitar amp,,No,performer,No,Yes,Yes,Somewhat open,Yes,"Friday evening, Saturday afternoon",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 099.,100,eligible,none,producer-only
03/01/2027 10:39:00,Jules,Dunham,participant100@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,Cello,"Bass, Keyboard","Arranging, Sight reading","Folk, Gospel",No,Portable recorder,,No,performer,No,Yes,Yes,Very open,Yes,"Saturday morning, Saturday evening",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 100.,101,eligible,none,newer
03/01/2027 10:40:00,Kai,Dunham,participant101@jamstock.test,Yes (or I will be by the date of the event on 1/1/2027),Yes,Advanced - I am very good at my primary instrument.,"Guitar, Keyboard, Vocals","Bass, Drums","Songwriting, Arrangement","Rock, Funk",Yes,Guitar amp,Guitar amp,No,performer,No,Yes,Yes,Very open,Yes,"Friday evening, Saturday afternoon, Sunday morning",Yes,Yes,Excited to collaborate and learn from RVA musicians. Fictional response 101.,102,eligible,none,multi-instrumentalist
